job_title,yearly_salary,place,seniority,degree
前端开发工程师,10k-20k,北京 朝阳区 呼家楼,3-5年,本科
PHP工程师,10k-15k,北京 朝阳区 呼家楼,3-5年,本科
品牌公关,20k-30k,北京 朝阳区 朝阳路,3-5年,本科
全栈研发工程师（nodejs方向）,10k-20k,北京 海淀区 上地,经验不限,本科
电商运营,10k-20k,北京 朝阳区 望京,1-3年,本科
会展3D设计师,10k-15k,北京 海淀区 木樨地,3-5年,本科
社群运营主管,15k-30k,北京 朝阳区 奥运村,3-5年,大专
Hadoop开发工程师,15k-30k,北京 朝阳区 呼家楼,5-10年,本科
PHP高级软件工程师,12k-24k,北京 朝阳区 四惠,1-3年,本科
视觉设计经理,18k-30k,北京 朝阳区 建国门,5-10年,本科
新媒体运营主编,10k-15k,北京 大兴区 亦庄,3-5年,本科
产品经理,12k-20k,北京 海淀区 北沙滩,1-3年,大专
网络经理人,10k-11k,北京 朝阳区 定福庄,3-5年,大专
网络爬虫研发工程师,15k-25k,北京 朝阳区 呼家楼,5-10年,本科
主编,20k-25k,北京 朝阳区 建国门,5-10年,本科
视觉设计师,10k-20k,北京 海淀区 西二旗,3-5年,本科
小游戏开发工程师,12k-15k,北京 朝阳区 北苑,1-3年,本科
创意文案,10k-15k,北京  ,1年以内,本科
区块链研发工程师,15k-28k,北京 海淀区 苏州街,1-3年,本科
原画师，舞美设计师,10k-20k,北京 丰台区 新发地,1-3年,本科
高级项目经理,10k-13k,北京 朝阳区 四惠,1-3年,大专
产品经理,10k-15k,北京 朝阳区 呼家楼,3-5年,本科
文案,4k-6k,武汉 江汉区 常青路,1-3年,本科
文案,4k-8k,天津 河西区 小海地,3-5年,本科
文案,7k-10k,北京 朝阳区 常营,1-3年,本科
文案,3k-5k,泉州  ,经验不限,大专
文案,6k-12k,广州 番禺区 ,1-3年,学历不限
策划文案,3k-5k,汕头  ,1-3年,本科
文案,8k-10k,北京 朝阳区 朝外,3-5年,本科
文案编辑,10k-15k,深圳 福田区 车公庙,1-3年,本科
文案编辑,4k-7k,深圳 宝安区 西乡,1-3年,学历不限
文案,5k-8k,青岛  ,经验不限,学历不限
文案,7k-12k,深圳 罗湖区 人民南,3-5年,本科
文案编辑,3k-6k,赤峰  ,经验不限,高中
文案,5k-8k,深圳 龙岗区 ,1-3年,本科
文案编辑,4k-6k,广州 海珠区 江南大道,1-3年,大专
文案策划,6k-12k,苏州 吴中区 东环路,1年以内,本科
文案,4k-8k,佛山  ,1-3年,本科
文案策划,6k-12k,杭州 西湖区 古墩路,1-3年,本科
文案,1k-2k,杭州 萧山区 宁围,经验不限,本科
文案编辑,6k-8k,上海 闵行区 七宝,1-3年,大专
文案,5k-10k,大连  ,1-3年,学历不限
文案,4k-7k,天津 河东区 狮子林大街,3-5年,学历不限
文案,4k-8k,北京 通州区 九棵树,1-3年,大专
文案策划,4k-7k,深圳 罗湖区 洪湖,经验不限,学历不限
文案,5k-10k,杭州 拱墅区 拱宸桥,1-3年,大专
文案,6k-10k,杭州 江干区 火车东站,3-5年,本科
文案,3k-4k,芜湖  ,1-3年,大专
文案,7k-14k,北京 朝阳区 双井,1-3年,本科
文案,3k-6k,武汉 汉阳区 钟家村,1-3年,大专
文案,5k-8k,杭州 拱墅区 小河,1-3年,本科
文案,2k-4k,唐山  ,1年以内,大专
内容编辑,3k-5k,郑州 金水区 姚寨,1年以内,学历不限
内容编辑主管,5k-10k,长沙 岳麓区 麓谷,1-3年,大专
内容编辑,4k-6k,厦门 思明区 ,经验不限,学历不限
内容编辑,3k-6k,重庆  ,经验不限,大专
内容编辑,5k-7k,珠海  ,1-3年,本科
内容编辑,5k-8k,杭州 余杭区 仓前,1-3年,本科
硬件产品内容编辑,10k-20k,深圳 南山区 科技园,1-3年,本科
抖音内容编辑,3k-4k,莆田  ,经验不限,高中
内容编辑,4k-5k,郑州 金水区 姚寨,经验不限,大专
内容编辑,8k-15k,杭州 余杭区 仓前,1-3年,本科
情感内容编辑,7k-14k,上海 闵行区 浦江,1-3年,本科
内容编辑（策划）,4k-6k,武汉 武昌区 珞珈山,经验不限,本科
内容编辑,5k-10k,呼和浩特  ,应届生,大专
原创内容编辑,10k-15k,南京 建邺区 小行,经验不限,本科
内容编辑,6k-10k,深圳 南山区 科技园,1-3年,大专
内容编辑,3k-6k,合肥  ,经验不限,学历不限
微信内容编辑,4k-8k,北京 石景山区 杨庄,经验不限,大专
壹读内容编辑,8k-12k,北京 西城区 百万庄,3-5年,本科
内容编辑,2k-4k,昆明  ,经验不限,学历不限
内容编辑,3k-4k,西安 雁塔区 沣惠南路,经验不限,学历不限
内容编辑,3k-6k,郑州 金水区 新柳路,应届生,大专
游戏内容编辑,4k-6k,呼和浩特  ,经验不限,学历不限
内容编辑,2k-4k,南昌  ,应届生,本科
公众号内容编辑,8k-15k,北京 朝阳区 建国路,3-5年,本科
内容编辑,4k-8k,广州 天河区 龙口,经验不限,大专
内容编辑,4k-5k,宁波  ,1年以内,本科
内容编辑,5k-6k,郑州 新郑市 ,经验不限,大专
内容编辑,6k-12k,北京 朝阳区 CBD,经验不限,本科
内容编辑专员,10k-15k,上海 松江区 方松,3-5年,本科
内容编辑,4k-5k,天津  ,经验不限,本科
媒介经理,7k-14k,北京 朝阳区 望京,3-5年,本科
媒介经理,5k-10k,广州  ,1年以内,本科
媒介经理,5k-9k,西安  ,1年以内,本科
媒介经理,6k-10k,郑州  ,1年以内,大专
媒介经理,4k-5k,上海  ,1年以内,大专
媒介经理,5k-8k,泉州  ,1年以内,大专
媒介经理,7k-10k,泉州  ,3-5年,本科
市场推广,4k-8k,青岛  ,经验不限,学历不限
市场推广及运营实习生,3k-5k,广州 番禺区 大石,经验不限,大专
市场推广经理,6k-11k,北京 朝阳区 大山子,经验不限,本科
市场推广,3k-6k,佛山  ,经验不限,学历不限
市场推广执行专员（福州）,4k-5k,福州  ,应届生,大专
市场推广,10k-15k,南昌  ,经验不限,学历不限
市场推广专员,4k-7k,长春  ,经验不限,高中
市场推广,4k-8k,石家庄  ,经验不限,学历不限
市场推广,4k-8k,长沙 天心区 芙蓉南路,经验不限,学历不限
市场推广,3k-6k,中山  ,经验不限,中专/中技
市场推广专员,4k-5k,成都 锦江区 牛王庙,应届生,中专/中技
市场推广,5k-10k,龙岩  ,经验不限,中专/中技
市场推广,5k-8k,南昌  ,1年以内,大专
市场推广,3k-4k,无锡  ,经验不限,学历不限
电商销售/网络销售/市场推广/实习生,3k-6k,长沙  ,经验不限,大专
市场推广对象企业老板,6k-12k,南昌  ,经验不限,学历不限
市场专员/市场推广专员/销售专员/广告销售,4k-8k,昆明  ,经验不限,学历不限
市场推广,4k-7k,泰州  ,1年以内,高中
中国好声音市场推广,5k-8k,呼和浩特  ,1-3年,大专
市场推广,3k-4k,台州  ,1年以内,本科
省内市场推广,4k-8k,南昌  ,1年以内,高中
市场推广,10k-20k,石家庄  ,经验不限,中专/中技
市场推广,4k-7k,成都 武侯区 ,应届生,学历不限
市场推广,8k-13k,济南  ,1年以内,学历不限
市场推广,3k-6k,武汉 青山区 工人村,经验不限,本科
市场推广,5k-10k,秦皇岛  ,经验不限,学历不限
TSA市场推广,4k-8k,石家庄  ,经验不限,大专
市场推广,4k-6k,佛山  ,经验不限,中专/中技
市场推广，销售,5k-10k,石家庄  ,经验不限,中专/中技
市场推广,2k-4k,揭阳  ,经验不限,学历不限
产品经理,8k-11k,沈阳  ,3-5年,大专
电商产品经理,2k-4k,西安  ,1-3年,大专
产品经理,6k-8k,贵阳  ,1-3年,本科
文化产品专员,5k-10k,舟山  ,1年以内,本科
产品助理/专员,5k-8k,石家庄  ,1-3年,本科
会议执行,4k-8k,北京 朝阳区 百子湾,1-3年,大专
高级产品策划,10k-18k,上海 黄浦区 外滩,5-10年,本科
互联网产品专员,4k-5k,广州 天河区 兴华,经验不限,本科
客户经理,4k-8k,上海 静安区 天目西路,经验不限,大专
互联网产品专员,5k-10k,石家庄  ,1-3年,大专
互联网产品经理,11k-20k,北京 海淀区 上地,3-5年,本科
内容编辑（酷玩实验室）,10k-12k,北京 朝阳区 望京,1-3年,本科
架构师java,15k-25k,北京 朝阳区 望京,3-5年,本科
保险主编,15k-25k,北京 东城区 朝阳门,3-5年,本科
导演/编导,20k-35k,北京 丰台区 青塔,3-5年,本科
网络经理,10k-15k,北京 朝阳区 定福庄,经验不限,学历不限
数据产品经理,10k-20k,北京 朝阳区 呼家楼,3-5年,本科
新媒体编辑,12k-17k,北京 朝阳区 朝阳门,1-3年,本科
技术总监,15k-30k,北京 海淀区 木樨地,5-10年,本科
产品经理（区块链内容社区产品）,15k-20k,北京 朝阳区 北苑,3-5年,本科
产品经理,15k-30k,北京 朝阳区 建国路,1-3年,本科
广告设计师,10k-15k,北京 东城区 鼓楼,3-5年,本科
影视后期制作总监,20k-30k,北京 海淀区 万柳,3-5年,本科
平面设计,10k-20k,北京 朝阳区 呼家楼,3-5年,本科
舞台美术设计,11k-20k,北京 丰台区 新发地,1-3年,大专
PHP工程师,12k-16k,北京  ,3-5年,本科
全栈web开发工程师,10k-15k,北京 朝阳区 高碑店,1-3年,本科
APP后端开发,11k-20k,北京 朝阳区 望京,3-5年,本科
设计经理,10k-15k,北京 朝阳区 定福庄,3-5年,本科
栏目主编,10k-12k,北京 朝阳区 望京,1-3年,大专
Java开发,13k-26k,北京 朝阳区 望京,3-5年,本科
运营总监,18k-25k,北京 海淀区 北沙滩,5-10年,本科
主编,10k-15k,北京 朝阳区 团结湖,3-5年,本科
新媒体运营,10k-15k,北京 朝阳区 北苑,3-5年,本科
人力资源经理,20k-30k,北京 东城区 东四,3-5年,本科
PHP工程师,15k-25k,北京  ,3-5年,本科
技术经理,15k-20k,北京 朝阳区 建外大街,3-5年,本科
PHP开发工程师,10k-15k,北京 朝阳区 呼家楼,3-5年,本科
python 工程师（django 方向）,10k-15k,北京 朝阳区 呼家楼,1-3年,本科
内容运营主编,15k-25k,北京 海淀区 北沙滩,3-5年,本科
文案,3k-5k,武汉 江汉区 常青路,1-3年,大专
文案,8k-10k,深圳 福田区 景田,1-3年,学历不限
高级文案,8k-13k,北京 朝阳区 朝外,1-3年,本科
文案策划,5k-10k,杭州 上城区 南星,1-3年,本科
文案策划,4k-8k,南京 浦口区 泰山,经验不限,大专
文案编辑,7k-8k,深圳 福田区 岗厦,1-3年,大专
文案编辑,3k-5k,广州 天河区 棠下,经验不限,大专
文案,6k-12k,郑州  ,经验不限,学历不限
文案,4k-8k,济南 历下区 花园路,1-3年,大专
文案,4k-6k,上海 闵行区 颛桥,经验不限,学历不限
文案策划,7k-9k,杭州 上城区 ,1-3年,本科
文案,5k-10k,合肥  ,1-3年,大专
文案策划,4k-8k,杭州 拱墅区 ,1-3年,本科
文案,2k-4k,泉州  ,经验不限,学历不限
文案策划,6k-12k,南京 鼓楼区 阅江楼,1-3年,中专/中技
文案,6k-12k,上海 静安区 宜川路,3-5年,本科
文案,6k-7k,郑州  ,1-3年,大专
文案,4k-6k,南京 雨花台区 宁南,1-3年,大专
文案,4k-7k,厦门 湖里区 台湾街,1-3年,本科
文案,4k-7k,太原  ,1-3年,大专
文案策划,4k-7k,成都 武侯区 红牌楼,1-3年,本科
文案,6k-8k,西安 碑林区 西安交大,1-3年,本科
文案,6k-8k,广州 海珠区 赤岗,1-3年,本科
文案,3k-6k,合肥  ,1年以内,学历不限
文案编辑,6k-10k,厦门 湖里区 湖里大道,1-3年,本科
文案策划,6k-12k,上海 徐汇区 漕河泾,经验不限,本科
文案,6k-10k,深圳 南山区 海上世界,1-3年,大专
创意文案,3k-6k,重庆  ,1-3年,本科
文案编辑,5k-8k,长沙 开福区 湘江中路,1-3年,本科
文案,6k-8k,上海 普陀区 金沙江路,1年以内,本科
内容编辑,4k-8k,深圳 龙岗区 ,经验不限,大专
内容编辑,6k-12k,杭州 滨江区 长河,经验不限,学历不限
内容编辑,4k-5k,福州  ,1年以内,大专
文案内容编辑,4k-7k,杭州 滨江区 江南,经验不限,大专
内容编辑,3k-6k,亳州  ,经验不限,大专
内容编辑,3k-6k,泉州  ,1-3年,大专
时尚内容编辑,3k-6k,宁波  ,经验不限,本科
情感内容编辑,5k-10k,成都 成华区 建设路,经验不限,大专
内容编辑,3k-5k,汕尾  ,经验不限,大专
内容编辑,7k-12k,深圳 南山区 大冲,1-3年,本科
内容编辑（电商方向）,10k-20k,北京 朝阳区 望京,1-3年,本科
内容编辑,5k-8k,青岛  ,1-3年,大专
新媒体内容编辑,5k-8k,上海 虹口区 外滩,3-5年,本科
资深内容编辑,5k-8k,重庆 渝中区 大坪,3-5年,大专
自媒体内容编辑,4k-8k,重庆 渝北区 松树桥,应届生,本科
内容编辑,3k-5k,贵阳  ,1年以内,大专
文字编辑/内容编辑,4k-8k,郑州 管城回族区 商城路,经验不限,学历不限
内容编辑,2k-3k,广州 番禺区 市桥,经验不限,大专
内容编辑,4k-6k,南昌  ,经验不限,本科
游戏内容编辑,4k-8k,呼和浩特  ,经验不限,大专
内容编辑（新媒体）,5k-10k,北京 朝阳区 高碑店,1-3年,本科
内容编辑亲子频道,3k-5k,天津 河西区 小白楼,1-3年,本科
内容编辑,3k-6k,南京 建邺区 小行,应届生,高中
专栏内容编辑,4k-8k,哈尔滨  ,经验不限,大专
出版内容编辑,6k-12k,北京 东城区 东四,1-3年,学历不限
电竞游戏内容编辑,3k-5k,西安 未央区 徐家湾,经验不限,大专
编辑  内容编辑  网站编辑,5k-10k,北京 海淀区 中关村,经验不限,学历不限
小说内容编辑,6k-12k,杭州 滨江区 长河,1-3年,学历不限
新媒体内容编辑,8k-11k,北京 朝阳区 建国路,1-3年,本科
时尚内容编辑,8k-15k,北京 朝阳区 国贸,1-3年,大专
市场推广,5k-8k,贵阳  ,经验不限,本科
市场推广,4k-8k,乌鲁木齐  ,经验不限,大专
兼职市场推广,3k-4k,宿迁  ,1年以内,本科
市场推广,3k-5k,厦门 思明区 莲花,经验不限,学历不限
市场推广,3k-6k,太原  ,经验不限,本科
市场推广,6k-7k,福州  ,1年以内,高中
市场推广,3k-6k,亳州  ,经验不限,学历不限
市场推广,3k-5k,哈尔滨  ,经验不限,大专
市场推广,6k-12k,淮安  ,1年以内,大专
市场推广,4k-6k,兰州  ,经验不限,学历不限
市场推广,3k-6k,福州  ,1年以内,中专/中技
市场推广,4k-6k,南宁  ,经验不限,学历不限
市场推广与运营实习生,2k-4k,珠海  ,经验不限,大专
市场推广,1k-2k,平顶山  ,1年以内,初中及以下
市场推广,3k-4k,南宁  ,经验不限,大专
市场推广,6k-10k,宁波  ,经验不限,中专/中技
市场推广,5k-8k,太原  ,经验不限,学历不限
市场推广,3k-4k,贵阳  ,1年以内,大专
市场推广经理,6k-12k,珠海  ,1-3年,大专
市场推广,3k-5k,昭通  ,经验不限,本科
市场推广,4k-8k,佛山  ,1-3年,大专
市场推广,3k-6k,玉林  ,1年以内,本科
市场推广,6k-8k,东莞  ,经验不限,本科
市场推广,4k-6k,石家庄  ,经验不限,大专
市场推广,47k-78k,徐州  ,1年以内,学历不限
市场推广,5k-8k,南宁  ,经验不限,学历不限
市场推广,3k-6k,石家庄  ,1-3年,大专
市场推广,4k-6k,兰州  ,经验不限,大专
市场推广,2k-4k,柳州  ,1年以内,大专
市场推广,4k-8k,济南 历下区 ,1年以内,大专
运维工程师,10k-14k,北京 朝阳区 呼家楼,3-5年,本科
副主编,10k-20k,北京 朝阳区 建国路,3-5年,本科
主编,15k-28k,北京 朝阳区 呼家楼,3-5年,本科
web前端,15k-25k,北京 朝阳区 呼家楼,5-10年,本科
新媒体运营,10k-14k,北京 朝阳区 四惠,3-5年,本科
编辑部主任,10k-15k,北京 朝阳区 红庙,3-5年,硕士
文案策划,10k-20k,北京 海淀区 西二旗,应届生,本科
web前端工程师,10k-20k,北京 朝阳区 呼家楼,3-5年,本科
新媒体渠道经理,10k-15k,北京 朝阳区 东大桥,3-5年,本科
前端开发工程师,10k-20k,北京 朝阳区 呼家楼,3-5年,本科
新媒体高级编辑,15k-20k,北京 朝阳区 建国路,5-10年,本科
栏目主编,15k-20k,北京 朝阳区 大山子,3-5年,本科
主编,10k-20k,北京 海淀区 学院路,5-10年,本科
java研发工程师,11k-20k,北京 海淀区 上地,3-5年,本科
副主编,14k-24k,北京 东城区 海运仓,3-5年,本科
内容编辑（电商方向）,10k-20k,北京 朝阳区 望京,1-3年,本科
主编,15k-30k,北京 朝阳区 大望路,3-5年,本科
前端工程师,12k-15k,北京 朝阳区 呼家楼,3-5年,本科
活动运营,10k-12k,北京 朝阳区 望京,1-3年,本科
MCN运营,12k-24k,北京 东城区 北京站,3-5年,本科
产品经理（web）,10k-15k,北京 海淀区 北沙滩,3-5年,本科
主编,15k-20k,北京  ,5-10年,本科
视觉设计师,10k-15k,北京 朝阳区 酒仙桥,1-3年,本科
短视频产品运营经理,15k-25k,北京 朝阳区 百子湾,5-10年,本科
家居新媒体内容主编,10k-15k,北京 朝阳区 百子湾,经验不限,本科
新媒体运营,10k-15k,北京 海淀区 五道口,1-3年,本科
记者（区块链方向）,10k-15k,北京 朝阳区 东大桥,1-3年,本科
产品经理,10k-15k,北京  ,1-3年,本科
直播运营,10k-20k,北京 朝阳区 常营,1-3年,学历不限
美容行业网络经理,10k-20k,北京 朝阳区 朝外,3-5年,大专
文案,4k-7k,广州 海珠区 江南大道,1-3年,大专
文案,6k-10k,上海 闵行区 七宝,1-3年,大专
文案,4k-8k,成都 双流区 公兴,1-3年,本科
文案,6k-7k,北京 通州区 九棵树,经验不限,学历不限
文案,10k-15k,北京  ,3-5年,本科
文案,5k-8k,上海 长宁区 湖南路,1-3年,学历不限
文案策划,5k-7k,泉州  ,1-3年,本科
文案策划,7k-12k,上海 静安区 南京西路,1-3年,本科
文案,5k-10k,上海 徐汇区 龙华,1-3年,大专
文案,5k-9k,广州 天河区 沙河,1-3年,大专
文案,8k-12k,杭州 拱墅区 ,1-3年,本科
文案,4k-6k,广州 天河区 体育中心,1-3年,本科
文案,5k-8k,厦门 思明区 莲前,1-3年,本科
文案,5k-10k,东莞  ,1-3年,大专
文案策划,5k-7k,北京 朝阳区 红庙,1-3年,大专
文案,2k-3k,呼和浩特  ,1年以内,大专
文案,4k-7k,长沙 岳麓区 桐梓坡路,经验不限,大专
文案,3k-5k,广州 天河区 棠下,1-3年,大专
文案,8k-16k,上海 宝山区 上海大学,经验不限,本科
文案,4k-8k,北京  ,1-3年,本科
文案,5k-8k,广州 天河区 珠江新城,1-3年,本科
文案,4k-8k,杭州 西湖区 翠苑,1-3年,大专
文案,5k-9k,深圳 福田区 下沙,经验不限,大专
文案,3k-5k,乌鲁木齐  ,1年以内,本科
文案策划,5k-8k,上海 黄浦区 半淞园路,1-3年,本科
文案,4k-6k,昆明  ,1年以内,大专
文案,6k-12k,上海  ,1-3年,大专
文案,6k-8k,广州 海珠区 客村,1-3年,本科
文案,4k-8k,南昌  ,1年以内,本科
文案,5k-10k,西安 雁塔区 高新路,经验不限,学历不限
财经内容编辑,10k-15k,上海 闵行区 漕宝路,3-5年,本科
新媒体内容编辑,5k-9k,重庆 渝中区 七星岗,1年以内,本科
情感生活内容编辑,9k-18k,上海 闵行区 浦江,1-3年,本科
内容编辑,7k-14k,北京 朝阳区 高碑店,1-3年,大专
自媒体内容编辑运营,3k-8k,合肥  ,经验不限,大专
时尚内容编辑,3k-6k,长沙 天心区 劳动西路,经验不限,大专
内容编辑实习生,2k-4k,上海 黄浦区 瑞金二路,经验不限,本科
网文内容编辑,6k-12k,杭州 滨江区 长河,经验不限,学历不限
内容编辑（酷玩实验室）,10k-12k,北京 朝阳区 望京,1-3年,本科
今日头条/ 内容编辑,5k-10k,深圳 龙华区 龙华,经验不限,大专
内容编辑实习生,1k-2k,西安 雁塔区 西安交大,经验不限,本科
产品内容编辑,3k-6k,郑州 管城回族区 东明路,经验不限,大专
装修内容编辑,5k-10k,宁波  ,经验不限,本科
时尚美妆内容编辑,5k-8k,北京 朝阳区 定福庄,1年以内,本科
原创情感内容编辑,9k-18k,上海 闵行区 浦江,1-3年,本科
网络内容编辑,3k-6k,广州 越秀区 登峰,1年以内,学历不限
内容编辑,3k-5k,无锡  ,1年以内,本科
新媒体内容编辑,4k-7k,佛山  ,经验不限,大专
内容编辑（文字方向）,4k-5k,西安 雁塔区 电视塔,经验不限,大专
内容编辑（采编）,5k-8k,深圳 福田区 上梅林,经验不限,大专
今日头条内容编辑,3k-6k,太原  ,应届生,中专/中技
新媒体内容编辑,3k-6k,漯河  ,经验不限,学历不限
内容编辑,5k-10k,杭州 滨江区 江南,经验不限,本科
内容编辑（美食频道）,4k-5k,天津 河西区 小白楼,经验不限,本科
内容编辑,3k-6k,郑州 管城回族区 金色港湾,经验不限,大专
新媒体内容编辑,3k-4k,重庆  ,经验不限,学历不限
新媒体内容编辑,3k-5k,郑州 金水区 新柳路,经验不限,大专
财经类内容编辑,6k-12k,北京 朝阳区 CBD,经验不限,本科
新媒体内容编辑,4k-7k,昆明  ,1-3年,大专
内容编辑实习生,3k-4k,北京 朝阳区 望京,经验不限,本科
市场推广文案,6k-8k,北京 海淀区 清河,1-3年,大专
市场推广、市场策划、市场营销,4k-8k,青岛  ,1年以内,大专
市场推广,7k-8k,常州  ,经验不限,中专/中技
市场推广,4k-5k,厦门 思明区 鼓浪屿,经验不限,中专/中技
市场推广经理,3k-5k,广州 天河区 天河城,1-3年,学历不限
市场推广,4k-7k,大连  ,经验不限,高中
市场推广,7k-10k,北京 海淀区 清河,1-3年,本科
广告市场推广,3k-6k,福州  ,1-3年,高中
市场推广,8k-15k,中山  ,经验不限,大专
市场推广,8k-16k,秦皇岛  ,经验不限,学历不限
市场推广,5k-10k,福州  ,经验不限,学历不限
市场推广，销售专员,4k-5k,南宁  ,经验不限,学历不限
市场推广,10k-11k,南宁  ,1年以内,大专
市场推广,4k-8k,青岛  ,经验不限,大专
市场推广,5k-10k,徐州  ,1-3年,学历不限
市场推广,1k-2k,福州  ,经验不限,中专/中技
市场推广,5k-10k,昆明  ,1年以内,学历不限
市场推广,10k-20k,昆明  ,经验不限,学历不限
市场推广,4k-5k,乌鲁木齐  ,应届生,大专
市场推广,3k-6k,开封  ,经验不限,学历不限
市场推广,5k-10k,菏泽  ,经验不限,中专/中技
市场推广,3k-4k,柳州  ,经验不限,学历不限
市场推广,8k-16k,太原  ,经验不限,学历不限
市场推广专员,3k-5k,厦门 思明区 莲花,经验不限,学历不限
市场推广,4k-8k,南昌  ,1年以内,大专
市场推广,4k-8k,合肥  ,经验不限,大专
市场推广,5k-10k,惠州  ,经验不限,学历不限
市场推广,4k-8k,无锡  ,经验不限,学历不限
市场推广专员,5k-9k,珠海  ,1年以内,大专
市场推广,18k-19k,哈尔滨  ,经验不限,本科
MCN运营经理,11k-20k,北京 朝阳区 三里屯,3-5年,大专
新媒体运营,10k-15k,北京 朝阳区 北苑,5-10年,本科
新媒体运营高级经理,10k-15k,北京 海淀区 北沙滩,3-5年,本科
社群运营（区块链领域）,15k-25k,北京 朝阳区 亮马桥,经验不限,本科
商务运营,15k-20k,北京 朝阳区 建国路,3-5年,本科
高级产品经理（国际化方向）,15k-25k,北京 海淀区 苏州街,3-5年,本科
NodeJs全栈工程师,15k-25k,北京 海淀区 苏州街,1-3年,本科
内容编辑,10k-15k,北京 朝阳区 呼家楼,5-10年,本科
视觉设计总监,15k-30k,北京 朝阳区 高碑店,5-10年,本科
商务拓展经理（微信公众号方向）,15k-20k,北京 朝阳区 望京,1-3年,本科
高级广告销售经理,10k-15k,北京 朝阳区 奥运村,3-5年,大专
资深记者,10k-20k,北京 朝阳区 东大桥,1-3年,本科
电商文案策划,10k-15k,北京 西城区 宣武门,1-3年,本科
产品总监,18k-30k,北京 朝阳区 呼家楼,3-5年,本科
电话销售,10k-20k,北京 朝阳区 建国路,1-3年,高中
网红/艺人/直播,10k-20k,北京 朝阳区 酒仙桥,经验不限,学历不限
建模师,10k-15k,北京 丰台区 新发地,1-3年,本科
有意思报告  新媒体主笔,12k-17k,北京 西城区 百万庄,3-5年,本科
团队经理,10k-15k,北京 海淀区 北太平庄,1-3年,学历不限
客户经理,10k-15k,北京 东城区 朝阳门,经验不限,学历不限
外联制片,10k-15k,北京 朝阳区 北苑,1年以内,大专
媒介经理/总监,10k-20k,北京 朝阳区 北苑,3-5年,本科
营销经理,10k-15k,北京 朝阳区 酒仙桥,1-3年,学历不限
电影、游戏，场景原画师,11k-20k,北京 丰台区 新发地,1-3年,大专
材质灯光师,10k-20k,北京 海淀区 西直门,3-5年,学历不限
媒介谈判,10k-20k,北京 大兴区 亦庄,3-5年,本科
内容编辑,10k-15k,北京 朝阳区 望京,1-3年,本科
调研经理,15k-20k,北京 朝阳区 百子湾,3-5年,本科
电话销售,15k-25k,北京 朝阳区 朝阳路,1-3年,中专/中技
合成主管,10k-20k,北京 朝阳区 朝阳路,3-5年,学历不限
文案策划,6k-8k,武汉 汉阳区 王家湾,1-3年,本科
文案,7k-10k,北京 昌平区 回龙观,1-3年,本科
文案,3k-6k,惠州  ,1-3年,本科
文案总监,8k-15k,重庆 渝北区 冉家坝,3-5年,大专
文案,7k-12k,北京 朝阳区 大山子,1-3年,本科
文案,3k-6k,湖州  ,经验不限,学历不限
文案,4k-8k,合肥  ,1-3年,本科
文案文员,3k-6k,广州 黄埔区 ,经验不限,大专
文案,8k-16k,北京 朝阳区 大山子,1-3年,本科
文案,4k-7k,西安 雁塔区 ,1-3年,大专
文案,5k-10k,北京 朝阳区 国贸,经验不限,大专
文案,5k-8k,北京 大兴区 西红门,1-3年,大专
文案,4k-8k,济南 历城区 华龙路,1-3年,大专
文案策划,7k-10k,上海 普陀区 石泉路,1年以内,本科
文案,6k-10k,深圳 南山区 西丽,1-3年,大专
文案策划,5k-8k,南京 玄武区 珠江路,1-3年,大专
文案,4k-8k,郑州 中原区 ,1-3年,本科
文案策划,10k-20k,北京 东城区 东直门,1-3年,本科
文案,4k-8k,珠海  ,1年以内,本科
文案,4k-6k,厦门 思明区 ,1-3年,本科
文案,4k-6k,宁波  ,1年以内,大专
